product_id,product_name,category,price,stock_quantity,status
263,Product_263,Health,33.9,141,inactive
264,Product_264,Sports,224.85,348,active
265,Product_265,Home,267.75,186,inactive
266,Product_266,Toys,221.76,382,inactive
267,Product_267,Electronics,28.77,346,inactive
268,Product_268,Sports,264.27,488,active
269,Product_269,Sports,7.26,34,active
270,Product_270,Clothing,299.2,272,active
271,Product_271,Health,268.78,449,inactive
272,Product_272,Electronics,251.37,336,active
273,Product_273,Health,29.13,135,active
274,Product_274,Sports,46.45,145,inactive
275,Product_275,Home,83.93,347,inactive
276,Product_276,Home,48.52,287,active
277,Product_277,Books,201.53,381,inactive
278,Product_278,Toys,235.51,16,active
279,Product_279,Clothing,272.65,166,active
280,Product_280,Clothing,28.24,121,inactive
281,Product_281,Home,147.38,158,inactive
282,Product_282,Books,236.6,476,inactive
283,Product_283,Books,99.04,243,active
284,Product_284,Electronics,250.77,474,inactive
285,Product_285,Health,293.75,212,inactive
286,Product_286,Toys,107.41,454,active
287,Product_287,Clothing,136.35,401,inactive
288,Product_288,Electronics,211.75,193,active
289,Product_289,Toys,79.59,417,active
290,Product_290,Food,272.73,185,active
291,Product_291,Books,231.66,144,inactive
292,Product_292,Health,119.58,325,active
293,Product_293,Sports,254.68,303,inactive
294,Product_294,Food,19.2,451,active
295,Product_295,Books,224.85,255,active
296,Product_296,Electronics,66.07,415,active
297,Product_297,Electronics,250.21,431,inactive
298,Product_298,Toys,154.4,203,active
299,Product_299,Home,174.07,390,active
300,Product_300,Health,280.23,141,inactive
301,Product_301,Toys,227.4,310,inactive
302,Product_302,Clothing,195.37,267,inactive
303,Product_303,Toys,29.02,72,inactive
304,Product_304,Clothing,29.82,288,inactive
305,Product_305,Home,282.23,268,inactive
306,Product_306,Sports,38.41,302,inactive
307,Product_307,Home,194.15,23,active
308,Product_308,Toys,192.86,295,active
309,Product_309,Toys,219.18,94,inactive
310,Product_310,Health,206.33,146,active
311,Product_311,Home,117.82,437,inactive
312,Product_312,Electronics,258.43,192,active
313,Product_313,Home,224.25,296,active
314,Product_314,Health,60.17,66,active
315,Product_315,Electronics,250.55,28,inactive
316,Product_316,Health,33.13,141,inactive
317,Product_317,Electronics,117.49,414,active
318,Product_318,Toys,155.72,181,active
319,Product_319,Books,46.95,319,inactive
320,Product_320,Home,174.67,232,active
321,Product_321,Food,106.13,497,inactive
322,Product_322,Clothing,267.77,272,active
323,Product_323,Clothing,37.6,26,active
324,Product_324,Food,270.12,84,active
325,Product_325,Electronics,54.99,9,active
326,Product_326,Home,235.5,93,active
327,Product_327,Home,146.17,450,inactive
328,Product_328,Food,107.15,377,inactive
329,Product_329,Clothing,168.12,99,inactive
330,Product_330,Sports,47.9,269,active
331,Product_331,Health,163.29,346,active
332,Product_332,Food,179.15,84,inactive
333,Product_333,Toys,128.26,136,inactive
334,Product_334,Health,227.4,364,active
335,Product_335,Books,191.46,212,active
336,Product_336,Food,205.77,381,inactive
337,Product_337,Toys,251.57,362,inactive
338,Product_338,Toys,24.95,208,inactive
339,Product_339,Clothing,243.82,435,inactive
340,Product_340,Health,79.74,406,inactive
341,Product_341,Health,295.32,60,inactive
342,Product_342,Food,146.85,482,active
343,Product_343,Sports,93.76,311,active
344,Product_344,Books,195.83,105,active
345,Product_345,Health,52.9,298,active
346,Product_346,Toys,242.8,171,active
347,Product_347,Food,113.47,373,active
348,Product_348,Sports,14.81,135,inactive
349,Product_349,Sports,82.67,192,inactive
350,Product_350,Books,298.93,193,inactive
351,Product_351,Clothing,78.59,81,inactive
352,Product_352,Sports,142.91,146,active
353,Product_353,Home,165.69,282,active
354,Product_354,Books,146.31,436,inactive
355,Product_355,Toys,38.94,299,inactive
356,Product_356,Health,200.49,298,active
357,Product_357,Food,107.16,434,inactive
358,Product_358,Health,122.38,324,inactive
359,Product_359,Food,243.16,446,active
360,Product_360,Sports,201.36,196,active
361,Product_361,Health,48.11,164,inactive
362,Product_362,Toys,274.45,357,inactive
363,Product_363,Clothing,104.62,180,active
364,Product_364,Clothing,167.97,110,active
365,Product_365,Electronics,41.25,415,inactive
366,Product_366,Home,244.23,241,active
367,Product_367,Health,18.46,439,inactive
368,Product_368,Health,141.27,271,active
369,Product_369,Clothing,31.47,341,inactive
370,Product_370,Home,278.69,154,active
371,Product_371,Clothing,58.08,44,active
372,Product_372,Clothing,105.34,419,inactive
373,Product_373,Sports,98.79,471,inactive
374,Product_374,Home,284.27,492,active
375,Product_375,Electronics,294.65,458,inactive
376,Product_376,Toys,12.23,481,inactive
377,Product_377,Health,228.8,317,inactive
378,Product_378,Books,299.69,302,inactive
379,Product_379,Books,67.95,486,inactive
380,Product_380,Sports,246.74,227,active
381,Product_381,Toys,278.52,273,inactive
382,Product_382,Electronics,50.36,392,active
383,Product_383,Sports,252.6,340,active
384,Product_384,Food,65.76,433,inactive
385,Product_385,Sports,218.82,37,inactive
386,Product_386,Sports,234.74,497,active
387,Product_387,Sports,210.44,450,inactive
388,Product_388,Health,133.01,362,active
389,Product_389,Toys,209.1,18,active
390,Product_390,Clothing,195.57,94,inactive
391,Product_391,Toys,183.09,469,active
392,Product_392,Home,69.71,288,active
393,Product_393,Health,10.35,417,active
394,Product_394,Books,219.28,462,inactive
395,Product_395,Sports,109.03,317,active
396,Product_396,Books,102.65,129,active
397,Product_397,Electronics,52.24,102,inactive
398,Product_398,Food,191.53,456,active
399,Product_399,Clothing,209.3,333,active
400,Product_400,Books,146.81,370,active
401,Product_401,Home,223.92,160,active
402,Product_402,Home,108.48,361,active
403,Product_403,Books,260.23,339,active
404,Product_404,Food,73.28,270,active
405,Product_405,Clothing,53.4,303,inactive
406,Product_406,Health,166.79,471,inactive
407,Product_407,Food,255.47,281,inactive
408,Product_408,Toys,127.65,208,inactive
409,Product_409,Home,34.97,287,inactive
410,Product_410,Books,191.62,163,inactive
411,Product_411,Electronics,219.46,111,inactive
412,Product_412,Books,197.42,439,active
413,Product_413,Books,54.02,291,inactive
414,Product_414,Books,10.68,214,active
415,Product_415,Food,157.76,416,inactive
416,Product_416,Health,62.56,234,active
417,Product_417,Toys,153.63,18,inactive
418,Product_418,Electronics,175.67,271,active
419,Product_419,Sports,279.82,137,active
420,Product_420,Toys,55.44,342,inactive
421,Product_421,Food,107.87,91,active
422,Product_422,Toys,286.05,108,inactive
423,Product_423,Electronics,8.15,495,inactive
424,Product_424,Clothing,187.95,161,active
425,Product_425,Toys,154.63,423,active
426,Product_426,Books,174.62,212,active
427,Product_427,Toys,51.14,197,active
428,Product_428,Home,150.23,194,inactive
429,Product_429,Books,298.27,473,active
430,Product_430,Toys,111.4,106,inactive
431,Product_431,Books,282.4,244,inactive
432,Product_432,Books,28.22,398,active
433,Product_433,Home,242.91,381,active
434,Product_434,Sports,178.58,152,active
435,Product_435,Home,266.62,180,active
436,Product_436,Home,204.4,160,inactive
437,Product_437,Clothing,198.2,20,active
438,Product_438,Food,270.65,99,inactive
439,Product_439,Clothing,149.1,47,inactive
440,Product_440,Clothing,52.24,326,inactive
441,Product_441,Health,169.69,468,inactive
442,Product_442,Sports,98.96,460,active
443,Product_443,Clothing,181.87,275,active
444,Product_444,Clothing,215.14,421,active
445,Product_445,Health,55.22,51,inactive
446,Product_446,Toys,123.93,273,inactive
447,Product_447,Food,16.74,133,inactive
448,Product_448,Electronics,215.13,445,inactive
449,Product_449,Electronics,64.5,80,inactive
450,Product_450,Toys,18.54,300,inactive
451,Product_451,Home,57.18,61,active
452,Product_452,Sports,296.33,174,active
453,Product_453,Books,234.35,146,inactive
454,Product_454,Food,5.39,228,active
455,Product_455,Toys,51.56,310,inactive
456,Product_456,Clothing,47.44,240,inactive
457,Product_457,Food,23.61,97,active
458,Product_458,Books,172.04,246,inactive
459,Product_459,Toys,98.93,292,inactive
460,Product_460,Sports,234.52,40,active
461,Product_461,Toys,43.1,367,inactive
462,Product_462,Toys,253.73,152,active
463,Product_463,Sports,27.65,144,inactive
464,Product_464,Food,29.6,24,active
465,Product_465,Clothing,61.99,430,active
466,Product_466,Electronics,184.91,433,active
467,Product_467,Books,228.67,421,inactive
468,Product_468,Electronics,253.85,105,inactive
469,Product_469,Sports,145.31,27,inactive
470,Product_470,Sports,280.5,292,inactive
471,Product_471,Electronics,99.79,305,inactive
472,Product_472,Toys,31.2,361,active
473,Product_473,Books,299.45,89,inactive
474,Product_474,Electronics,83.7,394,active
475,Product_475,Health,162.76,105,active
476,Product_476,Clothing,293.32,27,inactive
477,Product_477,Home,182.45,441,inactive
478,Product_478,Home,190.58,221,active
479,Product_479,Electronics,281.31,218,inactive
480,Product_480,Food,112.99,240,inactive
481,Product_481,Toys,133.97,206,inactive
482,Product_482,Books,54.63,241,active
483,Product_483,Sports,249.62,236,active
484,Product_484,Sports,242.96,214,inactive
485,Product_485,Sports,178.23,219,active
486,Product_486,Sports,277.84,312,inactive
487,Product_487,Food,233.08,15,inactive
488,Product_488,Toys,214.57,126,inactive
489,Product_489,Health,285.47,432,inactive
490,Product_490,Sports,79.18,263,inactive
491,Product_491,Health,101.06,431,inactive
492,Product_492,Clothing,232.88,300,active
493,Product_493,Sports,235.78,170,inactive
494,Product_494,Electronics,220.98,403,inactive
495,Product_495,Clothing,37.72,171,inactive
496,Product_496,Clothing,73.56,52,active
497,Product_497,Health,113.52,266,inactive
498,Product_498,Toys,277.36,469,active
499,Product_499,Health,89.72,476,active
500,Product_500,Clothing,152.97,161,inactive
